Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
Emirates,5,"""fell short of expectations""",15th May 2023,FALSE," Unfortunately, my experience on Emirates airlines in economy class from Dubai to Paris CDG fell short of expectations. While I recognize economy class may not offer the same amenities as higher classes, I found the level of service and food to be subpar. Additionally, at Dubai airport, I was required to use an e-boarding pass, only to be informed upon arrival that a paper boarding pass was necessary, causing inconvenience. Furthermore, the air hostesses I encountered displayed a lack of professionalism and at times, seemed uninformed. Regrettably, based on this experience, I am uncertain if I would choose to fly with Emirates again.",A380,Business,Economy Class,Dubai to Paris,May 2023,3,2,2,1,2,5,2,no
Emirates,1,"""terrible, expensive travel experience""",13th May 2023,TRUE,"  I usually don't write reviews but it was a terrible, expensive travel experience and unfortunately my return is already booked with them. There was numerous issues. Food was terrible. Menu was badly selected like there was no balance nor properly matched dishes. It didn't taste good either. Snacks were bad too. In both my flights, from London to Dubai and Dubai to Phuket I had same issues with the seat. First seats are low quality shakes wiggles a lot and offers low comfort. Only good thing was leg space. In both flights infotainment system was broken. Cabin crew tried numerous resets which took 30mins each. On the 4th reset both times it worked but then suddenly while watching it stopped working again. They didn't even offer another seat and there was available options. This is crazy! Absolutely worse service and customer support ever. They have no vegetarian option. They only had Indian vegetarian option which is completely different and tailored for Indian cuisine. I would expect them to just change the main dish on the regular meal right but no! They brought vegetarian meal long before everyone else but didn't offer a drink. Cabin crew is always busy at the back and hard to get anything. They didn't offer socks, travel package. Just blanket and small pillow. I did fly with etihad, Quatar airways and Turkish airlines. Emirates was the worst. Turkish airlines offers the best food and customer service. I will never fly with Emirates. Lead cabin crew had no English and wifi is not free as they advertise. ",Boeing 777,Couple Leisure,Economy Class,London to Phuket via Dubai,May 2023,1,1,1,3,1,1,2,no
Emirates,1,"""decided not to travel with Emirates""",13th May 2023,FALSE,"  Due to winter storm in Chicago, they cancelled flight from Kochi to Dubai and Dubai to Chicago. The winter storm issue was with the second flight. But they cancelled first flight because they don't want us to stay in Dubai because it will cost them accommodations and food. They took  Americans because they have to and canceled our boarding pass after reaching gate and gave back our checked luggage. There were few passengers who had same problem because they told us to stay in our homes and didn't even have new flight to travel the following day. After endless number of calls, we got refund and booked Qatar airways with the same amount but as we booked the previous day,the ticket charge costed 1 lakh something more. But we paid because as it was urgent travelling for us. From that moment onwards we decided not to travel with Emirates. Will never forget the incident and crew was worst.",,Family Leisure,Economy Class,Kochi to Chicago via Dubai,December 2022,1,1,1,1,1,1,1,no
Emirates,1,"""Bright cabin with wide comfortable seats""",11th May 2023,TRUE,"  I recently flew with Emirates from Sydney to Prague, via Dubai. The flights between Sydney and Dubai were in the new Premium Economy Class, sadly not yet available between Dubai and Prague. The economy class legs of the journey were satisfactory given they were only 6 hours in duration. However the Premium Economy flights were definitely a significant improvement, and in my opinion well worth the extra expense. Bright cabin with wide comfortable seats, excellent service, improved food quality and presentation and the bathrooms in a different league from the economy class product. In every way using Premium Economy class greatly improved my travel experience and turned the long journey into something enjoyable, rather than an endurance test. My hope is that this product can be rolled out to more routes in the near future. Highly recommend for those like myself who dread the long journey from Australia to Europe.",A380,Solo Leisure,Premium Economy,Prague to Sydney via Dubai,April 2023,5,5,4,4,4,,5,yes
Emirates,5,"""they weighed even laptop bag""",7th May 2023,TRUE,"  My wife travelled on 6th may to Cochin to Auckland via Dubai. In checkin counter, they weighed even laptop bag also and she faced to pay around 27500INR for extra weight and spent around more than 2 hours in the checkin counter. Even if its as per the guidelines of airline this is the first experience we faced such a value less service. We travelled several air lines including low budget, they will not add the laptop in luggage weight due to their dignity. We saw number of persons facing the same. We didn't expected this type squeeze of money from Emirates",,Solo Leisure,Economy Class,Cochin to Auckland via Dubai,May 2023,1,,,1,,,3,no
Emirates,3,"""worst airline to deal with"" ",5th May 2023,TRUE," Emirates has been the worst airline to deal with in terms of customer service. My mother travelled from Mumbai to Houston with a bag below maximum weight. In spite of that, the bag came with a wheel torn off. When we reported at the airline service desk, they took pictures and assured us that it would be processed very quickly. This was on March 25th. As of May 3rd, nothing! We called the call centers, multiple numbers, got handed around from one department to another who finally said, keep emailing as no one at the call center or baggage services number can help. Spoke to a supervisor from baggage services and all she could say was, please send the email to claims. I cannot help! Why is it called baggage services then!! My mom flies back in a few days and we are being forced to buy a new bag for her while waiting for Emirates to respond to a simple damaged bag claim! Such a hassle if anything goes wrong.",,Solo Leisure,Economy Class,Mumbai to Houston via Dubai,March 2023,4,4,3,1,4,,1,no
Emirates,4,"""Very disappointed"" ",3rd May 2023,TRUE,"  Very disappointed when I approached the stewardess, (who was talking and laughing with a colleague) and asked for a red wine. She responded by saying, ‘it will be easier if you just go and ask at the kitchen at the back! Not the service you expect from Emirates.",,Solo Leisure,Economy Class,Newcastle to Dubai,May 2023,5,2,1,5,5,,1,yes
Emirates,3,"""Never flying with them again""",3rd May 2023,TRUE,Flight crew prevented passengers from using the restroom 1 hr prior to landing. Very uncomfortable situation when there was no warning whatsoever. The seats are old and the monitors wobble when in flight. The food was bad and the other passengers didn't finish their meals. Never flying with them again,Boeing 777/300,Family Leisure,Economy Class,Dubai to Tel Aviv,May 2023,1,1,1,2,2,1,1,no
Emirates,3,"""Emirates is overrated for everything""",3rd May 2023,TRUE,"  The quality is super too low. We lost one piece of an airpod at an Emirates EK354 bound to Singapore at 3.30AM local time. once everyone get off the plane, we inform the cabin crew that we lost which means that we seek their assistance to help find it. One cabin crew told “oh it would be so hard to find” without helping us at all, just standing and staring. One flight manager help us instead to open the seat cover and finally we found it. Emirates is overrated for everything. Food taste was so bland, quality of the meat is very mediocre. Cabin crew issuper unfriendly. Seat is not comfortable we cant even sleep properly despite its an A380 (compared to Qantas and SQ).",A380,Couple Leisure,Economy Class,Dubai to Singapore,April 2023,1,1,1,4,5,1,3,no
Emirates,2,"""no explanation for the delay""",2nd May 2023,FALSE,"  On 22 February, I was travelling in Business Class with my mother who was in a wheelchair on EK75. Check-in was smooth and hassle-free. Then, they took us to a dedicated Lounge for Special Handling which was a miserable and gloomy empty boarding lounge. As there was a Costa outlet, we wanted to have a coffee. The outlet was unstaffed and when we asked the dnata staff, she said that the outlet was closed and will remain closed. We were then taken to the boarding lounge. The boarding was done by self-boarding machines gantries. It took 30 seconds per passenger to scan the boarding pass prior to entering the lounge. The lounge was overcrowded. We waited for 50 minutes inside the boarding lounge without any announcement, nor anything on the screen. No information, no explanation for the delay. The ground handling was worse than a low-cost or a charter flight. a disgrace!",A388,Family Leisure,Business Class,Dubai to Paris,February 2023,4,3,3,1,4,3,2,no
Emirates,1,"""a very good flight""",1st May 2023,FALSE,"  A really good flight today on a long 16 hours and 40 minute flight, from AKL to DBX.  Very friendly, attentive crew. Got a good 6+ hours sleep. This was a new plane and everything was spotless and new looking. Toilet was clean. Food tasty and plenty of it with lots of drink and snack runs in between. Plenty of legroom, me being 1.8 metres tall. Entertainment is vast. If there is one criticism, it’s that the seats are quite hard for the length of the flight. A bit more padding would be welcome. All in all a very good flight.",A380,Couple Leisure,Economy Class,Auckland to Dubai,May 2023,3,5,5,5,5,,5,yes
Emirates,9,"""service could experience delays""",24th April 2023,TRUE,"  Check-in was easy at ICN but with a disappointing lounge situation, Emirates does not own a lounge at ICN. Inflight service was generally great although business class was quite full. Connection in Dubai was also not problematic; security for connecting passengers was fast-flowing and shopping and restaurants were open. Second flight was on a B777-300 but similar levels of comfort and service was  for business class. The business class seats could be a bit narrow for some people (including myself), the in-flight service could experience delays as too many business class passengers are waiting to be served, the transit lounge at Dubai tend to be overcrowded and the in-flight Internet offering is far from satisfactory. In my case, the in-flight Internet could be purchased at $19,99 for a 10-hour flight (excluding take-off and landing the Internet would only be provided for ~8 hours at most) and streaming would still be blocked.",A380,Couple Leisure,Business Class,Seoul to Seychelles via Dubai,April 2023,4,4,5,5,5,3,5,yes
Emirates,5,"""service could show some improvement""",24th April 2023,TRUE,"  A great airline with nice equipment and infrastructure, but its service (especially the ethnic flight attendants assigned to the airline's Korea service) could show some improvement. Slow service with some of the requests not honored as submitted (e.g., red wine given although white was requested), and felt like the flight attendants were not showing high levels of hospitality, on par with Emirates' reputation. Apart from this, great food and beverages selection and nice IFE system. Maybe the in-flight Internet could be revamped (price would be $19.99 for an 8-hour flight but would still block most high-bandwidth uses including streaming).",A380,Couple Leisure,Business Class,Dubai to Seoul,April 2023,4,2,5,5,5,3,4,no
Emirates,9,"""Check-in was easy""",24th April 2023,TRUE,"  Mauritius to Dubai. Check-in was easy and also enjoyed priority immigration and security. Emirates uses the Air Mauritius lounge, and the lounge offered better than expected services. Inflight the flight attendants seemed to treat passengers with genuine hospitality: for the first time, felt that the bar at the back of business class cabin was a good place to relax. The food was great and good wine selections. The business class seats could be a bit narrow for some people (including myself), and the in-flight Internet offering is far from satisfactory. In-flight Internet could be purchased at $16.99 for a 6-hour flight (excluding take-off and landing the Internet would only be provided for ~4 hours at most) and streaming would still be blocked.",A380,Couple Leisure,Business Class,Mauritius to Dubai,April 2023,4,5,5,5,5,2,5,yes
Emirates,1,"""would not fly with them again""",23rd April 2023,FALSE,What a terrible first time flight with this airline in old 2x3x2 seating in business class on both flights and flight attendants on the first running around very unorganised and bad food which was inedible. The whole meal is served on a tray. On the Mumbai to Johannesburg after take off crew passed out mattress tops and turned of lights and there was no service as their menu mentioned. Breakfast was served very quickly before landing. This Airline needs to learn about service of Singapore airlines and we would not fly with them again.,Boring 777-300ER,Couple Leisure,Business Class,Mumbai to Johannesburg via dubai,March 2023,1,1,1,1,1,,1,no
Emirates,8,"""Beware booking an Emirates codeshare""",23rd April 2023,TRUE,"  Beware booking an Emirates codeshare. I am a current silver member and have booked a flight to Tashkent (Uzbekistan) from Cairo. As Emirates doesn't service Tashkent I was booked on a Fly Dubai (code share) instead. Little did I realise that this (slight) change meant that I do not qualify for lounge access. I, after a few misrepresntations and confusing messages, was advised that I needed to be a gold member to qualify. A transit time of over five hours didn't make that experience very pleasant. This little known fact was never mentioned anywhere during my online booking process. So, beware booking a code share with Emirates, there are strings attached.",,Solo Leisure,Economy Class,Cairo to Tashkent via Dubai,April 2023,3,3,,3,,,4,yes
Emirates,1,"""won’t be travelling with Emirates again""",22nd April 2023,FALSE,"  Arriving at Sydney to fly back to the UK with Emirates we joined the ‘Premier Economy Online Checked-in’ queue expecting to quickly go to bag drop and then on to security but instead we soon found that this queue was three times longer than any others. Business/First class was short and the queue for those who’d not checked in at all was barely longer - only the checked-in passengers appeared to be stuck in a 45 minute queue. I tried to ask a member of the check-in staff if we were in the right queue and she just curtly told me yes, I was, without even asking or understanding our passenger class, so basically just a blatant lie to my face. We haven’t actually reached the aircraft yet but already know that we won’t be travelling with Emirates again any time soon.",,Couple Leisure,Premium Economy,Sydney to London,April 2023,1,1,,1,,,1,no
Emirates,1,"""treatment and service has been horrible""",7th April 2023,TRUE,"  Due to my physical condition, I fly in Business and always request wheelchair assistance. Emirates treatment and service on my Delhi/Barcelona flight (April 3rd) has been horrible. On the first flight EK 513 from Delhi to Dubai, I notified my situation and asked to the crew that, since the connection time to my flight to Barcelona was 1 hour 55 minutes, they would check that I was picked up from the plane quickly. The cabin staff told me ""don't worry"". Upon arrival they told me that I had to wait because there was no finger but stairs. After a while and seeing how nervous I was getting, a first class attendant approached me and told me that she would take my luggage and help me down the stairs because if I didn't take the bus on the runway, I wouldn't make it to the flight to Barcelona. On the bus there was a person in an Emirates uniform who I asked if she could help me when I got to the terminal to locate a wheelchair because he had very short connection time, he refused! Upon arrival at the terminal there were no wheelchairs, I made it with difficulty to the wheelchair request point and, from there they had me getting on and off several buggies and, luckily, the driver of the last buggy helped me with the luggage to Arrive at the plane after the closing time of the flight. How is it possible that Emirates have not foreseen all this when, the user, requests this help service at the time of purchasing the ticket, therefore, sufficiently in advance? How did they not notify the terminal from the plane that I was arriving with special needs so that someone with a wheelchair or buggy? It is a shame.",BOEIN,Solo Leisure,Business Class,Delhi to Barcelona via Dubai,April 2023,3,2,5,1,3,,1,no
Emirates,4,"""Why should we feel hungry on such a long flight?""",4th April 2023,TRUE," 
I remember that we were very satisfied with this airline until a few years ago. But now it has been 3 times that we are very dissatisfied with the quality of food and the number of times served on a long flight! Why should we feel hungry on such a long flight and when we asked for food, they only give a small packet of crackers and we have to wait for several hours until it is time to serve their disgusting food? It was not like that before, that's why we surprised!",,Couple Leisure,Economy Class,Dubai to Brisbane,April 2023,3,3,1,2,4,1,2,no
Emirates,9,"""Everything went smooth""",2nd April 2023,FALSE,"  I was pleasantly surprised by level of service and experience on this flight. Everything went smooth, food was very tasty, great choices of dishes and beverages. Overall, staff was very helpful always trying to accommodate the customer needs",Boeing 777,Couple Leisure,Economy Class,Warsaw to Phuket via Dubai,November 2022,5,5,5,5,5,5,4,yes
Emirates,1,"""shouted for assistance"" ",2nd April 2023,TRUE,"  My son had vomited on a flight where my partner had left his seat to request assistance. He had gone to the adjoining cabin where he was ignored. My partner then spoke with an attendant, who started serving drinks/ meal in our cabin, who came to assess the situation and then continued to serve drinks and ignore us. From my seat, I had tried to call out to another FA, who also was serving drinks/ meals in our cabin, however did not acknowledge us. I raised my voice to attract attention to no avail. Another attendant who walked past, I had shouted for assistance, who stopped and provided help. Both the other FAs on separate occasions when approaching to serve us, had apologised and began to excuse their busy schedule but was unable to advise why they did not call for additional assistance. I spoke to a senior attendant, who apologised and advised the approach taken is not protocol and should not have happened.",,Family Leisure,Economy Class,London to Dubai,March 2023,3,1,2,3,3,,1,no
Emirates,2,"""What a disappointment""",1st April 2023,TRUE,"  So we paid £4K for 4 tickets to be upgraded to business class, the family wanted to try it out so I thought let’s do it. We checked in at the business class dedicated desk and were advised by the Emirates staff to proceed to gate 7 where we will find the lounge. Hand tickets over and told you don’t have access, no explanation just handed back by some power enjoying jobs worth with no options offered. I was stunned. Checked Emirates website and it clearly states our class of travel has lounge access. This is very frustrating and an underhanded approach from Emirates. Turns out this is correct, but why on earth don’t you train staff to explain this or clearly print on the ticket / emailed ticket / purchase confirmation. This must cause so many issues at the airport for people. You buy business class tickets you always get the lounge - so I thought. A very poor decision on Emirates behalf if you ask me. What a disappointment.",A380,Family Leisure,Business Class,Heathrow to Male via Dubai,April 2023,4,5,3,1,3,2,3,yes
Emirates,1,"""real Emirates service is not the one they advertise""",29th March 2023,TRUE,"  Coming from Orlando on a very long flight, the plan departed 2h late and landed late, which caused missing our connection. I have travelled with 2 kids so coming from a 12h long flight and being greeted with a voucher for few meals preselected by airlines (like an apple and tomato sandwich, banana and noodle soup…things that are super unpleasant for kids to start with) super cheap offering and I have to get stuck for almost 5h on the airport with two extremely tired kids with no comfort and proper food due to airline mistake. When I asked the customer support desk to arrange for us at least a lounge or upgrade (min expected from them ), he was so rude and said this is “the best” he will offer and turned his back. So I was extremely disappointed to experience such a treatment from such an airline, they don’t take responsibility to what is their mistake and my feedback is not bothering them at all. The real Emirates service is not the one they advertise to hook you up!",,Family Leisure,Economy Class,Kuwait to Orlando via Dubai,May 2022,4,4,4,1,4,2,3,no
Emirates,9,"""I would definitely recommend this airline""",25th March 2023,FALSE,"  My experience onboard Emirates was a good one. The IFE was great, food was good and so was the cabin service. The airline though sent a 777 with the old cabin from Bengaluru to Dubai, which was not so bad, but made me a bit disappointed. The next flight from Dubai to Washington DC also was served by a Boeing 777, but with the latest cabin with a new, big, modern IFE screen and a brighter cabin, which made a difference for the better. Apart from the old cabin, I found the legroom to be quite a bit lesser than what I initially thought. Perhaps I should try the Airbus A380 if I am to get a better experience. But the 777s were also equally nice, at least in Economy. Since I was flying during Covid time, I was also a tad bit disappointed over no hot towels and menu cards in Economy. Overall, I would definitely recommend this airline.",Boeing B777-300ER,Family Leisure,Economy Class,Kempegowda Bengaluru to Washington Dulles via Dubai,May 2022,5,5,4,5,5,,4,yes
Emirates,8,"""an exceptional flight"" ",25th March 2023,TRUE,"  I had an exceptional flight, the staff were considerate and polite. Cabin staff Aaliyah was kind and generous and showed thoughtfulness. I will definitely continue to travel with Emirates again",,Solo Leisure,Economy Class,Dubai to Durban,March 2023,3,5,4,4,3,3,4,yes
Emirates,1,"""never did the refund"" ",22nd March 2023,TRUE,"  I purchased 3 round trip tickets for my family members back in November 2022 to fly in March 2023 for approximately $2300, while I was booking I didn’t notice that tickets are non-refundable. With in a first hour after booking I decided to cancel tickets, I called the Emirates customer service and explained the situation I asked if it’s possible to cancel, they said “sure you can” , will refund you the money with in 21 business days. They canceled my tickets and never did the refund. I called they many times after asked for the money they said my tickets not refundable. They should not have cancel them then, they gave me wrong information. Would not recommend to deal with company like that.",,Family Leisure,Economy Class,St Petersburg to Dubai,March 2023,,,,2,,,1,no
Emirates,5,"""The service has gone downhill""",19th March 2023,TRUE,"  Check in at Manchester airport was fine, take off time was delayed by 40 minutes as it arrived 20 minutes late. The service has gone downhill since i last flown with them. There was no drinks services or menu cards, it was not a full flight so had the whole row of seats to myself which i utilised as a bed. The A380-800 is a great plane to fly, plenty of seat and leg room and alo very quiet. The 2nd journey was completely different, the Boeing 777-300er was old, very narrow with limited leg room, the engines were loud,t he comment ‘cattle class‘ comes to mind, there was a vietnamese couple sat next to me, the crew thought i was with them and handed me the same meal & drinks as them, luckily i wanted the same meal as them, she then realised that we were not together when i spoke and asked for a different drink. The crew seemed to lack interest. I would fly with them again but only because of their competitive price",A380-800  / Boeing 777-300er,Solo Leisure,Economy Class,Manchester to Ho Chi Minh via Dubai,March 2023,3,3,3,3,5,,4,yes
Emirates,1,"""Waste of money""",17th March 2023,TRUE,I would not have bought the Emirates tickets if I knew I was flying with Qantas. Poor seats and inflight entertainment sucks (Headset point is broken). 4hrs of boredom and food is below average. Airline staff cannot figure out fix the problem or have my seats changed. Waste of money! 800NZD for round ticket AKL to MEL. Done with Emirates and Qantas (I didn't even choose Qantas). Will stick with my fav airlines Qatar and AirNZ!,,Solo Leisure,Economy Class,Auckland to Melbourne,February 2023,1,1,1,1,1,1,1,no
Emirates,1,"""Worst traveling experience""",14th March 2023,TRUE,"  Worst traveling experience in last 20 years of business and leisure traveling. They tried to force me to give my hand carry bag to luggage. To do so, they wasted my time, asked me to stand on the side and made me go and talk to lot of different people. They argue that I can not have hand carry bag and laptop bag separately. To make the situation worst another ground staff at the time of entering plane stopped me and pressurized me to board the plane with just laptop bag (which anyway going to be in my legroom).  On many occasions, I paid extra and chose Emirates for the service and comfort which seems to be a thing of a past. From now on I will never choose Emirates if I have an option.",,Business,Economy Class,Karachi to Sydney via Dubai,March 2023,1,1,1,1,1,1,1,no
Emirates,1,"""the most horrible airline""",10th March 2023,FALSE,This was a nightmare and the most horrible airline I’ve ever taken in my life. Unfriendly staff. Customer care is zero. Whatever I asked for wasn’t done. I needed my seat switched so the crew told me to go look for a seat. Passengers were pretty annoyed of me asking around when she should’ve done that herself to avoid this. Asked for couple things it’s either not available like (tissues) or a mask? Food is terrible. Flight was late so now I will be missing my connection.,,Solo Leisure,Economy Class,Chicago to Dubai,March 2023,1,1,1,1,1,1,1,no
Emirates,1,"""really bad customer service"" ",1st March 2023,TRUE,On the Emirates return flight from Kolkata there was no option to pay for extra baggage during online check in even though the Emirates website mentions that passengers should be paying for extra baggage during check in to save money. The option to do so was greyed out and unavailable. I ended up paying the equivalent to $270.00 CAD for 1 extra luggage at the Emirates counter at the airport during baggage drop off. I called Emirates to complain and the customer service said it’s because it is a connecting flight from Kolkata and that option is not available. It shouldn't matter because i paid only $100 CAD during the Air Canada check in to Dubai for a stop over on the way to Kolkata. On top of that Emirates didn't update me by email or text messages after online check in. I think Emirates has really bad customer service and I will never fly with this airline again.,,Family Leisure,Economy Class,Kolkata to Dubai,February 2023,2,2,,1,,,1,no
Emirates,5,"""Ground staff are very unfriendly""",28th February 2023,TRUE,"  Ground staff are very unfriendly and not helpful, making my trip unpleasant to start up with. The waiting line is also quite unorganized with no supporting staffs maintaining order. Nonetheless, I was able to check in my luggages and headed to the boarding gate with no big problems. Seating comfort on the economy class in B777 and food quality are above average. The entertainment screen works fine. No delays on departure. I may not want to fly Emirates in the future.",Boeing 777-300,Solo Leisure,Economy Class,Dubai to Taipei,November 2022,4,3,4,1,4,,3,no
Emirates,2,"""Overrated airline""",26th February 2023,FALSE,"  Overrated airline. This was my first flight with Emirates after having heard so much hype about it for many years now. Previously I have flown with Qatar airways on the same route. Cons: Terrible seating, very cramped and narrow, not enough space to even move feet. Very little quantity of food - hardly 2-3 spoons of 3 items each, plus bun and butter. Water/drinks served only twice in 6.5 hour flight. No response despite pressing button for assistance. In-flight entertainment sucks. My seat's screen had touchscreen that did not work. Overpriced tickets. Too much walking in Dubai, no buggy service. ",Boeing 777,Couple Leisure,Economy Class,Copenhagen to Dubai,February 2023,1,1,1,1,1,1,1,no
Emirates,1,"""totally not worth the money""",25th February 2023,TRUE,"  In December 2022 I travelled from Sydney to Dubai with Emirates First Class. I was contacted by the Emirates car transfer company prior to collection and informed them the number of passengers and luggage, but the car that arrived was too small and the driver was rude and unhelpful. Check-in was ok, but was not given an express pass and was directed to the business lounge not first class as available for gold members. At boarding time most of the other passengers from economy were boarded before the priority boarding due to lack of staff at the gates. After boarding I asked for my meal after take off but after 1.5 hours nothing had arrived I had to call twice before someone came to me, it took nearly another 20 min before I got my meal, As my teenage children were flying in Premier economy, I checked on them but on both occasions was rudely told to return to seat my by the same cabin crew member and on the second occasion was questioned about my seat, this was totally embarrassing. After landing in Dubai I was not able to enter the first-class lounge unless I paid $420.00 for my son for 20 min, my sons airmiles were missing at the end of the trip. I complained to Emirates about the service and after 8 weeks was told the transfer company was a third party, boarding was a strict policy, that it was my fault not to help myself to some sandwiches, policy on lounge entry, and that my son was not an air miles member (he is), No apology or mention of the cabin crew behaviour, after responding to their response I basically told by them basically Emirates did not care about my business (over $250k) per year. Totally not worth the money or air miles.",A380,Family Leisure,First Class,Sydney to Dubai,December 2022,3,1,1,1,2,1,1,no
Emirates,3,"""I was quite disappointed""",25th February 2023,TRUE,"  I was quite disappointed given how much I paid for the ticket. I had a business trip in Hong Kong and I returned from Hong Kong to Bangkok. The airport was huge but the Emirates ground service was very poor. There was some issues at the check in counter causing me to wait at least half hour for my turn to check in luggage. The seats at the economy class is good, on par with other airlines. The cabin crews are nice and helpful and it seems the cabin crew are all coming from different countries but I don't any Emirati or Middle Eastern cabin crew. I wish there are more Asian food options (I'm Thai) on food instead of Middle Eastern/Arabic food. The inflight entertainment was okay, nothing surprising. With the whole flight experience, I think it is not value for money. Will take other airlines next time instead.",A380-800,Solo Leisure,Economy Class,Hong Kong to Bangkok,October 2022,4,4,3,1,3,,2,no
Emirates,1,"""I was denied boarding""",18th February 2023,TRUE,"  Absolutely atrocious service of the ground staff and call center staff. I was denied boarding by their check-in staff, because I had some minor marks on my passport. The staff kept listing out the 'rules' and 'terms and conditions', and even when I asked for some solutions it was back to the rules; literally no insights When I asked about re-booking it's 'we can't help, you need to contact your travel agent'. The staff showed no compassion and provided no useful advice. I had a return flight; my outgoing flight was from London to India, then my return flight was Bahrain to London. They listed me as a 'no-show' on their 'system' - which means they also canceled my Bahrain - London flight, which I can easily make (I will get a new passport in 2 days' time) and then fly to India to continue my trip as planned (minus a few days). To get on that flight from Bahrain to London I have to pay a 200GBP 'change fee' and the difference in fare - for a flight that I have already paid for, and that I would have made. ",A380,Couple Leisure,Economy Class,Gatwick to Dubai,February 2023,,,,1,,,1,no
Emirates,1,"""the best flight I have ever been on""",12th February 2023,FALSE,"  This is, by far, the best flight I have ever been on! I would give this way more than 10/10 if I could! Food: Meals, drinks, and snacks were absolutely delicious, especially the pizza, turkey sandwich, and more! Seating: We were in the aisle row (no windows, but it was still cool, because I had tons of legroom.) I loved how the seat and headrest reclined and how the tray was so big. Staff: Don't get me started! They were amazing. They attended to all our needs. Hot water? They got you. Lost headphones? They got you. Never seen a nicer staff. Entertainment: Did not exactly broaden to all my interests, but headphones were fully immersive. Amnesties: Oh my god, there's so many! Reclining seat. Bathroom lotion. Goodies bag with toothbrushing tools. The list is endless!",A380 800,Family Leisure,Economy Class,United States to Dubai,February 2023,5,5,5,4,4,,5,yes
Emirates,2,"""worst flight I have ever had""",30th January 2023,FALSE,"  This was the worst flight I have ever had. Poor customer service from start to end. I flew with Emirates from Gatwick to Dubai with my partner and 5 children. My 4 year old son is Autistic. Their level of service on board is awful, food was below standards. I kept on pressing the assistant bell and no one came over to assist me. I was only served drinks twice on a 7 hour flight. Toilets on board were disgusting. Seats are uncomfortable. I was expecting more from Emirates especially when travelling with a child with a disability. You have better service on British Airways and they are not even that great.",,Family Leisure,Economy Class,London Gatwick to Dubai,November 2022,1,1,1,1,3,1,1,no
Emirates,2,"""wait for 4-5 hours for my baggage""",30th January 2023,TRUE,After arriving at Chicago I had to wait for 4-5 hours for my baggage and missed my Amtrak train ticket even after 4 hours gap. They were sending baggage in groups few people got it in an hour and few of us got were standing for 5 hours.,Boeing 777,Couple Leisure,Economy Class,Dubai to Chicago,January 2023,2,2,2,1,2,,1,no
Emirates,1,"""they followed the protocol""",29th January 2023,TRUE," I would like to say thank you to the cabin crew on flight EK 213 from Dubai-Miami on 01/29/23 for their professional management of a violent person inside the aircraft, despite the delay it brought as a consequence of this unacceptable behavior they followed the protocol for this kind of situation.",Boeing 777-300ER,Business,Economy Class,Miami to Jakarta via Dubai,January 2023,4,5,5,5,5,3,5,yes
Emirates,1,"""appalling way I and others were treated""",29th January 2023,TRUE,"  After being a Skywards member for many years, this time I requested wheelchair assistance. I flew Bangkok to Cape Town and returned from Johannesburg to Bangkok. I was expecting the wheelchair transfers in Dubai to be the usual high standard. Instead of a wheelchair waiting for me as the aircraft opened its doors in Dubai, I was told to walk along the sky bridge and to find a desk that would then provide a wheelchair. I did this and found a group of men who were obviously employed to provide wheelchair assistance standing around talking to each other and did not seem to have any list of passengers who required this assistance. I was told there were not enough wheelchairs and told to walk to another area where there was no seating and I had to stand until an assistant arrived with a wheelchair. I sat in this while we went from one building to another and in the airport train. I was unceremoniously dumped at the seating area at the gate and a very long walk down a corridor and onto the skybridge awaited me. The woman sitting next to me kindly asked it I would like to lean on her arm as we traversed this onto the aircraft. I don't know what would have happened if I had been unable to walk at all. The return trip from Johannesburg to Bangkok was even worse. When we landed in Dubai there were no wheelchairs and I was asked to walk a long distance and up an escalator to an area of seating and told to wait for a golf cart. This did not appear. I was sitting next to a woman whose mobility was even worse than mine and she was in a great deal of pain. We were then told we had to walk to some other area, so the woman and I shuffled off leaning on each other vowing never to fly with Emirates again. This time we were told to wait in an area with no seats at all for a golf cart. I noticed a folded wheelchair up against a wall so I unfolded it and put my companion in it. She was most grateful. No assistance at all from the employees whose job it was to provide assistance. Eventually a golf cart came and I got in. Then there were discussions amongst the so-called assistants, and I was told to get out and wait for a different golf cart. I was the only one in this golf cart and was dumped at the correct gate where I had to walk down the sky bridge to the plane. As I get older I will increasingly need to require wheelchair assistance when I travel alone. But the appalling way I and others were treated at Dubai Airport will certainly influence me when I choose which airline to fly in the future. I go to Africa regularly. Next time I will choose Ethiopian Airlines. If you need wheelchair assistance at Dubai Airport, do not fly with Emirates.",,Solo Leisure,Economy Class,Bangkok to Cape Town via Dubai,January 2023,1,3,1,1,2,,1,no
Emirates,9,"""Would still highly recommend EK""",28th January 2023,TRUE," Had a very good experience with Emirates. Crew was very enthusiastic and attentive and the food delicious- how often do you eat everything served on a flight? Mediocre service on the ground though, a 20 min bus ride from the plane in DXB, long wait for baggage in CPH and no bag tag available at self service in DXB. Would still highly recommend EK.",Boeing 777,Solo Leisure,Economy Class,Copenhagen to Dubai,January 2023,5,5,5,2,5,,5,yes
